year,trade_flow,partner,trade_value_usd
2015,Import,Italy,126264929.0
2015,Import,Jamaica,278.0
2015,Import,Japan,155688306.0
2015,Import,Jordan,1332183.0
2015,Import,Kenya,782995.0
2015,Import,Kuwait,357636.0
2015,Import,Lao People's Dem. Rep.,208.0
2015,Import,Latvia,779966.0
2015,Import,Lebanon,5070361.0
2015,Import,Lesotho,4179.0
2015,Import,Libya,3787392.0
2015,Import,Lithuania,653787.0
2015,Import,Luxembourg,10478135.0
2015,Import,Madagascar,17901.0
2015,Import,Malawi,7451.0
2015,Import,Malaysia,31819992.0
2015,Import,Mali,5035.0
2015,Import,Malta,1489119.0
2015,Import,Mauritania,78428848.0
2015,Import,Mauritius,1455104.0
2015,Import,Mexico,6190945.0
2015,Import,Mongolia,1174.0
2015,Import,Morocco,87536553.0
2015,Import,Mozambique,797106.0
2015,Import,Myanmar,23888.0
2015,Import,Namibia,10394595.0
2015,Import,Netherlands,102176978.0
2015,Import,New Caledonia,37250.0
2015,Import,New Zealand,28432471.0
2015,Import,Nicaragua,15407.0
2015,Import,Niger,391.0
2015,Import,Nigeria,731736125.0
2015,Import,Norfolk Isds,973724.0
2015,Import,North Macedonia,7328.0
2015,Import,Norway,12794843.0
2015,Import,Oman,1883916.0
2015,Import,"Other Asia, nes",14994050.0
2015,Import,Pakistan,18877923.0
2015,Import,Panama,61374.0
2015,Import,Papua New Guinea,479.0
2015,Import,Peru,152631.0
2015,Import,Philippines,4547137.0
2015,Import,Poland,21337010.0
2015,Import,Portugal,26872219.0
2015,Import,Qatar,4540177.0
2015,Import,Rep. of Korea,55222982.0
2015,Import,Romania,8472627.0
2015,Import,Russian Federation,34429721.0
2015,Import,Rwanda,5484.0
2015,Import,Saint Barthélemy,12148694.0
2015,Import,Saint Helena,3125.0
2015,Import,Sao Tome and Principe,659.0
2015,Import,Saudi Arabia,11106527.0
2015,Import,Senegal,44490248.0
2015,Import,Serbia,383356.0
2015,Import,Seychelles,21456.0
2015,Import,Sierra Leone,29014.0
2015,Import,Singapore,14633116.0
2015,Import,Slovakia,1206413.0
2015,Import,Slovenia,1252679.0
2015,Import,Somalia,503.0
2015,Import,South Africa,103657174.0
2015,Import,Spain,147217557.0
2015,Import,Sri Lanka,367291.0
2015,Import,Sudan,78.0
2015,Import,Suriname,2308.0
2015,Import,Sweden,31146848.0
2015,Import,Switzerland,16463174.0
2015,Import,Syria,50833.0
2015,Import,Tajikistan,229.0
2015,Import,Thailand,244463976.0
2015,Import,Timor-Leste,422.0
2015,Import,Togo,234637737.0
2015,Import,Tokelau,15999.0
2015,Import,Trinidad and Tobago,10627.0
2015,Import,Tunisia,18053052.0
2015,Import,Turkmenistan,569.0
2015,Import,Türkiye,97278211.0
2015,Import,Uganda,136794.0
2015,Import,United Arab Emirates,63728778.0
2015,Import,United Kingdom,73978165.0
2015,Import,United Rep. of Tanzania,23737.0
2015,Import,United States,225461481.0
2015,Import,United States Minor Outlying Islands,964700.0
2015,Import,Uruguay,1762311.0
2015,Import,Venezuela,1679795.0
2015,Import,Vietnam,38151903.0
2015,Import,Yemen,60232.0
2015,Import,Zambia,134231.0
2015,Import,Zimbabwe,55.0
2016,Export,Albania,142768.0
2016,Export,Algeria,4444883.0
2016,Export,Angola,757825.0
2016,Export,Antigua and Barbuda,456610.0
2016,Export,Argentina,292153.0
2016,Export,Australia,60164.0
2016,Export,Austria,6827.0
2016,Export,Azerbaijan,164775.0
2016,Export,Bangladesh,49287900.0
2016,Export,Belgium,198609214.0
2016,Export,Benin,1517251.0
2016,Export,Brazil,654616.0
2016,Export,Brunei Darussalam,5019.0
2016,Export,Bulgaria,254832.0
2016,Export,Burkina Faso,5048953.0
2016,Export,Cabo Verde,299980.0
2016,Export,Canada,2248061.0
2016,Export,Central African Rep.,37642024.0
2016,Export,Chad,91836312.0
2016,Export,China,150646359.0
2016,Export,"China, Hong Kong SAR",123033.0
2016,Export,Colombia,33372.0
2016,Export,Comoros,74473.0
2016,Export,Congo,36759538.0
2016,Export,Croatia,534598.0
2016,Export,Cyprus,130043.0
2016,Export,Czechia,11572.0
2016,Export,Côte d'Ivoire,6715484.0
2016,Export,Dem. People's Rep. of Korea,23511.0
2016,Export,Dem. Rep. of the Congo,5928142.0
2016,Export,Denmark,249313.0
2016,Export,Djibouti,143.0
2016,Export,Dominica,91287.0
2016,Export,Dominican Rep.,2056768.0
2016,Export,Egypt,1306729.0
2016,Export,Equatorial Guinea,14966589.0
2016,Export,Estonia,82120.0
2016,Export,Eswatini,2.0
2016,Export,Ethiopia,11302.0
2016,Export,Finland,1330417.0
2016,Export,Fr. South Antarctic Terr.,3211.0
2016,Export,France,164135004.0
2016,Export,Gabon,41261031.0
2016,Export,Germany,43067482.0
2016,Export,Ghana,3471330.0
2016,Export,Greece,2787068.0
2016,Export,India,24037926.0
2016,Export,Indonesia,37616234.0
2016,Export,Iran,48605.0
2016,Export,Iraq,316209.0
2016,Export,Ireland,4645573.0
2016,Export,Israel,403186.0
2016,Export,Italy,166416151.0
2016,Export,Jamaica,19378.0
2016,Export,Japan,1268584.0
2016,Export,Jordan,499427.0
2016,Export,Kenya,3506.0
2016,Export,Kuwait,335398.0
2016,Export,Latvia,63658.0
2016,Export,Lebanon,2529923.0
2016,Export,Libya,280884.0
2016,Export,Lithuania,77427.0
2016,Export,Madagascar,138593.0
2016,Export,Malaysia,103702280.0
2016,Export,Mali,605593.0
2016,Export,Malta,12200733.0
2016,Export,Mauritania,91954.0
2016,Export,Mauritius,529872.0
2016,Export,Mexico,151157.0
2016,Export,Morocco,1357648.0
2016,Export,Mozambique,443036.0
2016,Export,Namibia,4587.0
2016,Export,Netherlands,454878201.0
2016,Export,New Zealand,669679.0
2016,Export,Nigeria,40808387.0
2016,Export,Norway,32291.0
2016,Export,Oman,1623341.0
2016,Export,"Other Asia, nes",1540803.0
2016,Export,Pakistan,1718385.0
2016,Export,Peru,101.0
2016,Export,Philippines,22810.0
2016,Export,Poland,2453932.0
2016,Export,Portugal,12520493.0
2016,Export,Qatar,166598.0
2016,Export,Rep. of Korea,451227.0
2016,Export,Romania,617955.0
2016,Export,Russian Federation,2325777.0
2016,Export,Rwanda,78268.0
2016,Export,Sao Tome and Principe,98024.0
2016,Export,Saudi Arabia,5408387.0
2016,Export,Senegal,23231513.0
2016,Export,Seychelles,27954.0
2016,Export,Singapore,1084878.0
2016,Export,Slovenia,1060896.0
2016,Export,South Africa,1181450.0
2016,Export,Spain,67451963.0
2016,Export,Sri Lanka,68508.0
2016,Export,Sweden,30619.0
2016,Export,Switzerland,92058.0
2016,Export,Thailand,1597019.0
2016,Export,Togo,41309431.0
2016,Export,Trinidad and Tobago,10805.0
2016,Export,Tunisia,1469390.0
2016,Export,Turkmenistan,3774.0
2016,Export,Türkiye,27806483.0
2016,Export,Uganda,58792.0
2016,Export,United Arab Emirates,6972088.0
2016,Export,United Kingdom,24096751.0
2016,Export,United Rep. of Tanzania,331511.0
2016,Export,United States,96680403.0
2016,Export,Uruguay,12908.0
2016,Export,Vietnam,83036289.0
2016,Export,Zambia,101754.0
2016,Import,Afghanistan,1139.0
2016,Import,Albania,467297.0
2016,Import,Algeria,1539100.0
2016,Import,American Samoa,27714.0
2016,Import,Andorra,41598.0
2016,Import,Angola,7115997.0
2016,Import,Antigua and Barbuda,17742461.0
2016,Import,"Areas, nes",2544517.0
2016,Import,Argentina,33408432.0
2016,Import,Armenia,31208.0
2016,Import,Australia,8721011.0
2016,Import,Austria,7745492.0
2016,Import,Azerbaijan,1188.0
2016,Import,Bahamas,79731.0
2016,Import,Bahrain,26827.0
2016,Import,Bangladesh,2394478.0
2016,Import,Barbados,738.0
2016,Import,Belgium,95580626.0
2016,Import,Belize,8694570.0
2016,Import,Benin,608999.0
2016,Import,Bhutan,257.0
2016,Import,Bolivia (Plurinational State of),2079818.0
2016,Import,Bosnia Herzegovina,192882.0
2016,Import,Botswana,139869.0
2016,Import,Brazil,62459717.0
2016,Import,Brunei Darussalam,2544.0
2016,Import,Bulgaria,6313218.0
2016,Import,Burkina Faso,162732.0
2016,Import,Burundi,122.0
2016,Import,Cambodia,150276.0
2016,Import,Canada,51925835.0
2016,Import,Cayman Isds,11800.0
2016,Import,Central African Rep.,42966.0
2016,Import,Chad,580613.0
2016,Import,Chile,1068831.0
2016,Import,China,1046767353.0
2016,Import,"China, Hong Kong SAR",7338512.0
2016,Import,"China, Macao SAR",12179.0
2016,Import,Colombia,2182770.0
2016,Import,Congo,18987392.0
2016,Import,Cook Isds,214.0
2016,Import,Costa Rica,5954864.0
2016,Import,Croatia,633373.0
2016,Import,Cuba,30205.0
2016,Import,Curaçao,44292.0
2016,Import,Cyprus,706342.0
2016,Import,Czechia,10124206.0
2016,Import,Côte d'Ivoire,27056544.0
2016,Import,Dem. People's Rep. of Korea,191801.0
2016,Import,Dem. Rep. of the Congo,111174.0
2016,Import,Denmark,7227519.0
2016,Import,Djibouti,23600.0
2016,Import,Dominica,3044.0
2016,Import,Dominican Rep.,817960.0
2016,Import,Ecuador,1004640.0
2016,Import,Egypt,29337545.0
2016,Import,El Salvador,6159.0
2016,Import,Equatorial Guinea,52359045.0
2016,Import,Eritrea,5085.0
2016,Import,Estonia,6756779.0
2016,Import,Eswatini,102956.0
2016,Import,Ethiopia,9957.0
2016,Import,Faroe Isds,4708.0
2016,Import,Finland,16902134.0
2016,Import,Fr. South Antarctic Terr.,11800.0
2016,Import,France,589052866.0
2016,Import,French Polynesia,78.0
2016,Import,Gabon,1152876.0
2016,Import,Gambia,54016.0
2016,Import,Georgia,5114.0
2016,Import,Germany,197214091.0
2016,Import,Ghana,3730616.0
2016,Import,Gibraltar,11800.0
2016,Import,Greece,18554040.0
2016,Import,Greenland,11800.0
2016,Import,Grenada,11800.0
2016,Import,Guam,83.0
2016,Import,Guatemala,4614434.0
2016,Import,Guinea-Bissau,1211777.0
2016,Import,Holy See (Vatican City State),6014.0
2016,Import,Honduras,22198.0
2016,Import,Hungary,20944078.0
2016,Import,Iceland,59210.0
2016,Import,India,158651759.0
2016,Import,Indonesia,30040861.0
2016,Import,Iran,1027037.0
2016,Import,Ireland,23082564.0
2016,Import,Israel,2315335.0
2016,Import,Italy,117893125.0
2016,Import,Jamaica,18268157.0
2016,Import,Japan,156492642.0
2016,Import,Jordan,921767.0
2016,Import,Kenya,219042.0
2016,Import,Kuwait,500665.0
2016,Import,Lao People's Dem. Rep.,11800.0
2016,Import,Latvia,149098.0
2016,Import,Lebanon,5958834.0
2016,Import,Lesotho,12382.0
2016,Import,Liberia,11800.0
2016,Import,Libya,11800.0
2016,Import,Lithuania,2227176.0
2016,Import,Luxembourg,1485850.0
2016,Import,Madagascar,294623.0
2016,Import,Malaysia,39857695.0
2016,Import,Maldives,14068.0
2016,Import,Mali,12363.0
2016,Import,Malta,4820051.0
2016,Import,Mauritania,116068333.0
2016,Import,Mauritius,817889.0
2016,Import,Mexico,4385574.0
2016,Import,Mongolia,118075.0
2016,Import,Morocco,81822462.0
2016,Import,Mozambique,165838.0
2016,Import,Myanmar,7136217.0
2016,Import,Namibia,5261976.0
2016,Import,Naoero,17093.0
2016,Import,Nepal,11800.0
2016,Import,Netherlands,91609157.0
2016,Import,New Caledonia,11800.0
2016,Import,New Zealand,16962199.0
2016,Import,Nicaragua,14328.0
2016,Import,Niger,37254.0
2016,Import,Nigeria,222973791.0
2016,Import,Niue,11800.0
2016,Import,North Macedonia,2927438.0
2016,Import,Norway,8193861.0
2016,Import,"Oceania, nes",2529.0
2016,Import,Oman,971356.0
2016,Import,"Other Asia, nes",34252036.0
2016,Import,Pakistan,8047850.0
2016,Import,Panama,11875.0
2016,Import,Peru,2903964.0
2016,Import,Philippines,2976970.0
2016,Import,Pitcairn,11800.0
2016,Import,Poland,38779358.0
2016,Import,Portugal,27047567.0
2016,Import,Qatar,3086554.0
2016,Import,Rep. of Korea,30875161.0
2016,Import,Rep. of Moldova,39360.0
2016,Import,Romania,7626621.0
2016,Import,Russian Federation,75895976.0
2016,Import,Rwanda,3837.0
2016,Import,Saint Barthélemy,2526055.0
2016,Import,Saint Helena,11800.0
2016,Import,Saint Lucia,11800.0
2016,Import,Saint Pierre and Miquelon,11800.0
2016,Import,Samoa,2199.0
2016,Import,Sao Tome and Principe,1779.0
2016,Import,Saudi Arabia,9186302.0
2016,Import,Senegal,61480953.0
2016,Import,Serbia,390098.0
2016,Import,Seychelles,15392.0
2016,Import,Sierra Leone,28202.0
2016,Import,Singapore,5937347.0
2016,Import,Slovakia,2028547.0
2016,Import,Slovenia,1478263.0
2016,Import,South Africa,74117885.0
2016,Import,Spain,192324651.0
2016,Import,Sri Lanka,422480.0
2016,Import,Sudan,268.0
2016,Import,Suriname,16171.0
2016,Import,Sweden,18266319.0
2016,Import,Switzerland,24685058.0
2016,Import,Syria,23430.0
2016,Import,Thailand,222479928.0
2016,Import,Timor-Leste,337.0
2016,Import,Togo,130076286.0
2016,Import,Tokelau,1724.0
2016,Import,Trinidad and Tobago,86149.0
2016,Import,Tunisia,16853438.0
2016,Import,Turkmenistan,1469.0
2016,Import,Türkiye,83458548.0
2016,Import,Uganda,77006.0
2016,Import,United Arab Emirates,46064912.0
2016,Import,United Kingdom,69081576.0
2016,Import,United Rep. of Tanzania,51513.0
2016,Import,United States,175387503.0
2016,Import,United States Minor Outlying Islands,37379.0
2016,Import,Uruguay,3344461.0
2016,Import,Uzbekistan,441.0
2016,Import,Venezuela,10507.0
2016,Import,Vietnam,19780843.0
2016,Import,Zambia,488042.0
2016,Import,Zimbabwe,2331.0
2017,Export,Albania,72498.973
2017,Export,Algeria,7916814.992
2017,Export,Andorra,1611.108
2017,Export,Angola,2161435.818
2017,Export,Antigua and Barbuda,8618.947
2017,Export,"Areas, nes",14476.788
2017,Export,Argentina,169183.621
2017,Export,Armenia,706.606
2017,Export,Australia,244792.975
2017,Export,Austria,314.263
2017,Export,Azerbaijan,34287.418
2017,Export,Bangladesh,80080826.762
2017,Export,Belgium,175272972.166
2017,Export,Benin,515089.649
2017,Export,Bolivia (Plurinational State of),20154.117
2017,Export,Brazil,1013798.204
2017,Export,Brunei Darussalam,1916.888
2017,Export,Bulgaria,332132.33
2017,Export,Burkina Faso,4933941.818
2017,Export,Cabo Verde,197436.078
2017,Export,Cambodia,4318.645
2017,Export,Canada,2119755.84
2017,Export,Central African Rep.,43665826.678
2017,Export,Chad,68296775.485
2017,Export,Chile,47486.643
2017,Export,China,394518801.713
2017,Export,"China, Hong Kong SAR",99147.254
2017,Export,Colombia,93833.742
2017,Export,Comoros,32960.739
2017,Export,Congo,35357692.689
2017,Export,Croatia,394882.199
2017,Export,Cuba,17252.8
2017,Export,Cyprus,337953.2
2017,Export,Czechia,282.929
2017,Export,Côte d'Ivoire,5854198.658
2017,Export,Dem. Rep. of the Congo,17699212.235
2017,Export,Denmark,758518.193
2017,Export,Dominican Rep.,662745.904
2017,Export,Egypt,1418659.037
2017,Export,Equatorial Guinea,24530036.901
2017,Export,Eritrea,55516.379
2017,Export,Ethiopia,1884.92
2017,Export,Finland,1136729.949
2017,Export,France,343156132.588
2017,Export,Gabon,54507306.194
2017,Export,Georgia,44928.437
2017,Export,Germany,37795150.068
2017,Export,Ghana,4059953.424
2017,Export,Greece,2247874.827
2017,Export,Guinea,674373.328
2017,Export,Haiti,914276.64
2017,Export,Hungary,51.758
2017,Export,India,224702329.188
2017,Export,Indonesia,50070391.12
2017,Export,Iran,1753676.842
2017,Export,Iraq,286963.762
2017,Export,Ireland,8331875.64
2017,Export,Israel,138228.938
2017,Export,Italy,453181165.966
2017,Export,Japan,1035977.981
2017,Export,Jordan,326150.43
2017,Export,Kenya,798.799
2017,Export,Kuwait,1999478.226
2017,Export,Latvia,169634.636
2017,Export,Lebanon,1912255.179
2017,Export,Liberia,34505.6
2017,Export,Libya,90538.307
2017,Export,Lithuania,8281.344
2017,Export,Luxembourg,158.726
2017,Export,Madagascar,105144.969
2017,Export,Malaysia,77715951.883
2017,Export,Mali,827604.235
2017,Export,Malta,16637111.029
2017,Export,Marshall Isds,809826.595
2017,Export,Mauritania,67261.06
2017,Export,Mauritius,1091680.519
2017,Export,Mexico,39061.297
2017,Export,Morocco,1124250.549
2017,Export,Mozambique,27726.676
2017,Export,Namibia,3277149.519
2017,Export,Netherlands,312626440.074
2017,Export,New Zealand,707542.335
2017,Export,Nicaragua,455818.351
2017,Export,Niger,300463.088
2017,Export,Nigeria,37849546.999
2017,Export,Norway,70752.622
2017,Export,Oman,81068.081
2017,Export,"Other Asia, nes",962093.027
2017,Export,Pakistan,1545332.775
2017,Export,Papua New Guinea,22391.978
2017,Export,Peru,431923.153
2017,Export,Philippines,198989.532
2017,Export,Poland,2815272.466
2017,Export,Portugal,112790481.191
2017,Export,Qatar,216775.594
2017,Export,Rep. of Korea,2113098.404
2017,Export,Romania,883187.412
2017,Export,Russian Federation,2097300.142
2017,Export,Sao Tome and Principe,66009.218
2017,Export,Saudi Arabia,2432156.723
2017,Export,Senegal,32938292.777
2017,Export,Seychelles,23614.884
2017,Export,Sierra Leone,185230.747
2017,Export,Singapore,2797358.628
2017,Export,Slovenia,1041359.074
2017,Export,South Africa,5885646.016
2017,Export,Spain,295046354.205
2017,Export,Sri Lanka,274398.336
2017,Export,Sweden,322572.55
2017,Export,Switzerland,256678.456
2017,Export,Thailand,1198845.455
2017,Export,Togo,31300268.461
2017,Export,Tunisia,727795.988
2017,Export,Türkiye,45164403.996
2017,Export,United Arab Emirates,9957089.041
2017,Export,United Kingdom,24853732.237
2017,Export,United Rep. of Tanzania,702272.348
2017,Export,United States,72789576.921
2017,Export,Vanuatu,347116.062
2017,Export,Venezuela,288.905
2017,Export,Vietnam,99994421.216
2017,Export,Zambia,448503.663
2017,Import,Afghanistan,9111.125
2017,Import,Albania,32045.47
2017,Import,Algeria,4202829.582
2017,Import,American Samoa,123448.013
2017,Import,Andorra,47206.472
2017,Import,Angola,13699426.238
2017,Import,Anguilla,157854.407
2017,Import,Antigua and Barbuda,59178462.118
2017,Import,"Areas, nes",3166903.744
2017,Import,Argentina,52799727.918
2017,Import,Armenia,137871.315
2017,Import,Aruba,8618.9
2017,Import,Australia,4113592.175
2017,Import,Austria,8492537.323
2017,Import,Azerbaijan,171743.833
2017,Import,Bahamas,88805.853
2017,Import,Bahrain,135973.613
2017,Import,Bangladesh,4069796.457
2017,Import,Barbados,99755.595
2017,Import,Belgium,128004528.702
2017,Import,Belize,133624.133
2017,Import,Benin,1085464.156
2017,Import,Bermuda,88805.853
2017,Import,Bolivia (Plurinational State of),185046.144
2017,Import,Bosnia Herzegovina,252548.593
2017,Import,Botswana,88805.853
2017,Import,Brazil,98331994.448
2017,Import,Brunei Darussalam,37987.666
2017,Import,Bulgaria,5279546.361
2017,Import,Burkina Faso,446368.956
2017,Import,Burundi,88805.853
2017,Import,Cabo Verde,121557.673
2017,Import,Cambodia,239124.308
2017,Import,Canada,45729693.5
2017,Import,Cayman Isds,67.786
2017,Import,Central African Rep.,369199.869
2017,Import,Chad,4602050.728
2017,Import,Chile,899291.91
2017,Import,China,892751066.692
2017,Import,"China, Hong Kong SAR",7433333.904
2017,Import,"China, Macao SAR",100496.11
2017,Import,Cocos Isds,88805.853
2017,Import,Colombia,2662884.543
2017,Import,Comoros,8618.9
2017,Import,Congo,23297149.211
2017,Import,Cook Isds,88805.853
2017,Import,Costa Rica,369096.401
2017,Import,Croatia,564451.065
2017,Import,Cuba,97425.87
2017,Import,Curaçao,91337.867
2017,Import,Cyprus,354604.5
2017,Import,Czechia,10294553.974
2017,Import,Côte d'Ivoire,41741244.556
2017,Import,Dem. People's Rep. of Korea,232461.043
2017,Import,Dem. Rep. of the Congo,35461.104
2017,Import,Denmark,15684279.542
2017,Import,Djibouti,88805.853
2017,Import,Dominica,104968.606
2017,Import,Dominican Rep.,106675.941
2017,Import,Ecuador,975319.697
2017,Import,Egypt,33992051.506
2017,Import,El Salvador,496.811
2017,Import,Equatorial Guinea,23563441.555
2017,Import,Eritrea,98758.837
2017,Import,Estonia,3419546.296
2017,Import,Eswatini,156229.415
2017,Import,Ethiopia,178511.719
2017,Import,FS Micronesia,8660.183
2017,Import,Falkland Isds (Malvinas),8618.9
2017,Import,Faroe Isds,8618.9
2017,Import,Fiji,115968.651
2017,Import,Finland,22523219.469
2017,Import,Fr. South Antarctic Terr.,8931.759
2017,Import,France,508092145.268
2017,Import,Gabon,5001196.688
2017,Import,Gambia,149203.384
