partner,total_trade_2015,total_trade_2023,abs_change,pct_change,avg_annual_growth_pct,share_2015_pct,share_2023_pct,change_in_share_pp,status
Syria,50833.0,52.184,-50780.816,-99.89734227765427,-57.691858026229056,0.0005038228954486963,3.934143373384223e-07,-0.0005034294811113579,declining
Azerbaijan,55877.0,4596.276,-51280.724,-91.77429711688173,-26.819288548792198,0.0005538156695254423,3.4651250896146216e-05,-0.0005191644186292961,declining
Gambia,114169.0,48355.368,-65813.632,-57.645798771995906,-10.182272648893797,0.001131567213237114,0.0003645503422212853,-0.0007670168710158286,declining
El Salvador,85434.0,5765.428,-79668.572,-93.25160006554768,-28.607909100504003,0.0008467650000937171,4.3465469034424064e-05,-0.000803299531059293,declining
American Samoa,102987.0,0.0,-102987.0,-100.0,-100.0,0.0010207386645205848,0.0,-0.0010207386645205848,declining
Djibouti,105960.0,1697.913,-104262.087,-98.39759060022651,-40.35189024144089,0.0010502050636740673,1.2800538819433018e-05,-0.0010374045248546344,declining
Haiti,215873.0,307.43,-215565.57,-99.85758756305792,-55.92488138352751,0.0021395896348670434,2.317709829218748e-06,-0.0021372719250378246,declining
Sudan,314366.0,60847.606,-253518.394,-80.6443425815769,-18.55751981609134,0.003115786759597601,0.00045872912373753276,-0.0026570576358600686,declining
Georgia,993228.0,939330.623,-53897.37699999998,-5.426485862259217,-0.6949828281142878,0.009844215505689567,0.007081598470589307,-0.0027626170351002597,stable
Dem. People's Rep. of Korea,414095.0,161141.331,-252953.669,-61.085902751784005,-11.12832409579606,0.004104234294470677,0.001214841904668028,-0.002889392389802649,declining
Dominican Rep.,1256582.0,1062943.4710000001,-193638.52899999986,-15.40993974129821,-2.0701888978188143,0.012454405240861522,0.008013513745049586,-0.0044408914958119355,stable
Mali,895994.0,321837.896,-574156.104,-64.08035143092476,-12.013405275446033,0.008880496751808062,0.002426330725609997,-0.006454166026198065,declining
Ecuador,727852.0,5205.097,-722646.903,-99.28486876452905,-46.07399862571382,0.00721398505101262,3.924114263063793e-05,-0.007174743908381982,declining
Mozambique,1139100.0,377035.251,-762064.7490000001,-66.90060126415592,-12.908150565239584,0.011290001774548227,0.0028424626978650683,-0.008447539076683159,declining
Cyprus,1222633.0,484407.426,-738225.574,-60.3799810736337,-10.928383349976533,0.01211792532668003,0.003651939799586096,-0.008465985527093933,declining
Bulgaria,2221774.0,1661912.1400000001,-559861.8599999999,-25.19886631133499,-3.5641478368609647,0.02202074655661936,0.012529128914471475,-0.009491617642147884,declining
United States Minor Outlying Islands,964700.0,0.0,-964700.0,-100.0,-100.0,0.009561464938904989,0.0,-0.009561464938904989,declining
Norfolk Isds,973724.0,0.0,-973724.0,-100.0,-100.0,0.009650904826547447,0.0,-0.009650904826547447,declining
Mauritius,3212821.0,2757254.69,-455566.31000000006,-14.17963559127633,-1.8932713956090974,0.03184334544052832,0.02078689879540869,-0.011056446645119629,stable
Guinea-Bissau,1635546.0,381568.759,-1253977.241,-76.67025207484228,-16.634039973123883,0.016210444423101794,0.002876640741817974,-0.01333380368128382,declining
Iran,1600562.0,276844.257,-1323717.743,-82.70330940007322,-19.69448397647685,0.015863706277126202,0.0020871244042925583,-0.013776581872833643,declining
